OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CA,USGS California Water Science Center,USGS-335826116580501,002S001W27B001S,Well,,18070203,,,,,33.97394167000000,-116.9692222000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2889.45,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,065,California Coastal Basin aquifers,,,19610319,1143,ft,1143,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-335828117302101,002S006W27D006S,Well,,18070203,,,,,33.97455556000000,-117.5057500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,662,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,49.88,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335831117295101,002S006W27C002S,Well,,18070203,,,,,33.97544444000000,-117.4975000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,693,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,71,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335832117300801,002S006W22N005S,Well,,18070203,,,,,33.97905556000000,-117.5033889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,704,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,94.45,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335833117303301,002S006W21R001S,Well,,18070203,,,,,33.97605556000000,-117.5091389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,649,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,51.32,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335836117302101,002S006W22N004S,Well,,18070203,,,,,33.97713889000000,-117.5057222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,698,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,92.35,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335838117284201,002S006W23Q001S,Well,,18070203,,,,,33.97733330000000,-117.4784722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,711,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,60.5,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335838117290901,002S006W23N002S,Well,,18070203,,,,,33.97738889000000,-117.4860833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,690,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,39.65,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335842117293101,002S006W22R003S,Well,,18070203,,,,,33.97844444000000,-117.4921667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,682,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,40.5,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335844117303201,002S006W21R002S,Well,,18070203,,,,,33.97883330000000,-117.5090833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,653,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,61.33,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335848117024301,002S002W24L001S,Well,,18070203,,,,,33.97994167000000,-117.0451889000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2319.90,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,065,California Coastal Basin aquifers,,,19900212,1180,ft,1230,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-335851117302101,002S006W22M001S,Well,,18070203,,,,,33.98122220000000,-117.5059444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,697,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,97.7,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335858117282501,002S006W23J002S,Well,,18070203,,,,,33.98283330000000,-117.4736667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,749,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,65.8,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335858117294101,002S006W22G002S,Well,,18070203,,,,,33.98277778000000,-117.4963889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,683,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,58,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335917117283101,002S006W23A008S,Well,,18070203,,,,,33.98811110000000,-117.4753610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,721,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,39.55,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335924117412201,002S008W23C001S,Well,,18070203,,,,,33.98988889000000,-117.6894722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,632,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,071,California Coastal Basin aquifers,Cenozoic Erathem,Unconfined single aquifer,,1180,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335938117281501,002S006W13M005S,Well,,18070203,,,,,33.99394444000000,-117.4709722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,741,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,83,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335938118110501,002S012W18M001S,Well,,18070105,,,,,33.99422220000000,-118.1858610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,157,feet,2.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,037,California Coastal Basin aquifers,,,,1182,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335949117283901,002S006W14K002S,Well,,18070203,,,,,33.99713889000000,-117.4777500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,723,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,39.0,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335951117292201,002S006W15H001S,Well,,18070203,,,,,33.99775000000000,-117.4891110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,726,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,74.4,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335955117281601,002S006W13E003S,Well,,18070203,,,,,33.99861110000000,-117.4710000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,744,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,62.5,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335955117281602,002S006W13E004S,Well,,18070203,,,,,33.99855556000000,-117.4710000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,744,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,136.5,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335955117281603,002S006W13E005S,Well,,18070203,,,,,33.99855556000000,-117.4710278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,744,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,97.5,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335958117274701,002S006W13F006S,Well,,18070203,,,,,33.99952778000000,-117.4630278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,772,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,51.1,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340001117285101,002S006W14G004S,Well,,18070203,,,,,34.00047220000000,-117.4810278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,729,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,40.35,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340005117272802,002S006W13A001S,Well,,18070203,,,,,34.00147220000000,-117.4577500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,798,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,58,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340005117272803,002S006W13A002S,Well,,18070203,,,,,34.00147220000000,-117.4577778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,798,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,87,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340010117275201,002S006W13C011S,Well,,18070203,,,,,34.00277778000000,-117.4644722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,770,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,83.9,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340014117034301,002S002W14C001S,Well,,18070203,,,,,34.00389720000000,-117.0627167000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2395.68,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,065,California Coastal Basin aquifers,,,192004,363,ft,443,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340014117283401,002S006W14B001S,Well,,18070203,,,,,34.00413889000000,-117.4763056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,743,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,42.67,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340014117292101,002S006W15A003S,Well,,18070203,,,,,34.00397220000000,-117.4892222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,732,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,65.25,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340016117281801,002S006W11R003S,Well,,18070203,,,,,34.00463889000000,-117.4719167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,764,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,63.44,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340017117272901,002S006W12Q003S,Well,,18070203,,,,,34.00477778000000,-117.4580833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,796,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,57.80,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340017117290301,002S006W11N002S,Well,,18070203,,,,,34.00486110000000,-117.4842500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,733,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,54.4,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340018117264801,002S006W07P001S,Well,,18070203,,,,,34.00522220000000,-117.4468889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,842,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,32,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340027118041501,002S011W07K006S,Well,,18070106,,,,,34.00775000000000,-118.0709167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,188.24,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160625,780,ft,900,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340027118041502,002S011W07K007S,Well,,18070106,,,,,34.00775000000000,-118.0709167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,188.24,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160625,680,ft,900,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340027118041503,002S011W07K008S,Well,,18070106,,,,,34.00775000000000,-118.0709167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,188.24,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160625,310,ft,900,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340027118041504,002S011W07K009S,Well,,18070106,,,,,34.00775000000000,-118.0709167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,188.24,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160625,130,ft,900,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340030117262301,002S005W07J002S,Well,,18070203,,,,,34.00833330000000,-117.4398610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,874,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,47,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340030118041201,002S011W07K002S,Well,,18070106,,,,,34.00838889000000,-118.0701389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,186.62,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160603,735,ft,820,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340030118041202,002S011W07K003S,Well,,18070106,,,,,34.00838889000000,-118.0701389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,186.62,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160603,620,ft,820,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340030118041203,002S011W07K004S,Well,,18070106,,,,,34.00838889000000,-118.0701389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,186.62,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160603,330,ft,820,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340030118041204,002S011W07K005S,Well,,18070106,,,,,34.00838889000000,-118.0701389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,186.62,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,20160603,130,ft,820,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340033117204001,002S004W07L001S,Well,,18070203,,,,,34.01163889000000,-117.3428889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,895,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,065,California Coastal Basin aquifers,Cenozoic Erathem,Unconfined single aquifer,1929,402,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340036117273901,002S006W12K005S,Well,,18070203,,,,,34.01016667000000,-117.4610000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,812,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,84,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340036117274401,002S006W12K007S,Well,,18070203,,,,,34.00997220000000,-117.4622778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,810,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,90.6,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340036117274402,002S006W12K006S,Well,,18070203,,,,,34.00997220000000,-117.4621944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,810,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,176,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340036117275201,002S006W12L004S,Well,,18070203,,,,,34.01000000000000,-117.4645556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,809,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,80.8,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340040117275701,002S006W12L002S,Well,,18070203,,,,,34.01138889000000,-117.4659167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,814,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,82.7,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340040117283201,002S006W11K009S,Well,,18070203,,,,,34.01127778000000,-117.4755833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,768,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,41.6,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340041117272901,002S006W12K008S,Well,,18070203,,,,,34.01147220000000,-117.4581110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,829,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,90.1,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340042117270801,002S005W07M002S,Well,,18070203,,,,,34.01169444000000,-117.4524722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,872,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,40.45,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340043117264701,002S005W07F002S,Well,,18070203,,,,,34.01205556000000,-117.4465833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,916,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,79.25,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340044117291401,002S006W11E001S,Well,,18070203,,,,,34.01230556000000,-117.4873610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,754,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,85.4,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-340046117040101,002S002W11E001S,Well,,18070203,,,,,34.01286110000000,-117.0670278000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,2309,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,071,,,,20120210,905,ft,915,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340054117002901,002S001W08F001S,Well,,18070203,,,,,34.01483330000000,-117.0110000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2877.9,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,071,California Coastal Basin aquifers,,,,314,ft,314,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-340103117312601,002S006W09D003S,Well,,18070203,,,,,34.01744444000000,-117.5238610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,788,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,California Coastal Basin aquifers,Cenozoic Erathem,Unconfined single aquifer,,370,ft,,,NWIS
